iter	RMSE
125	0.006417687011
126	0.006411011895
127	0.006400471494
128	0.006391637183
129	0.006383724523
130	0.006376204249
131	0.006371574168
132	0.006367742017
133	0.006364181013
134	0.006357221931
135	0.00635151091
136	0.00634330577
137	0.006330536391
138	0.006316836138
139	0.006316237409
140	0.006311987104
141	0.006301869675
142	0.006290483872
143	0.006283783503
144	0.006276695036
145	0.006266534954
146	0.006259033511
147	0.00625589478
148	0.006247897285
149	0.006241484077
150	0.006226216003
151	0.006214947603
152	0.006209773864
153	0.006203198767
154	0.006196699124
155	0.006192914063
156	0.006185150382
157	0.006176935087
158	0.006168717621
159	0.006158023702
160	0.006152506473
161	0.006146506471
162	0.0061362537
163	0.006132089862
164	0.00612491916
165	0.006117463982
166	0.006115575305
167	0.006113612387
168	0.006112409614
169	0.006105789767
170	0.006095301861
171	0.006089362024
172	0.006082388513
173	0.00607392175
174	0.006064714639
175	0.006055754723
176	0.006050798355
177	0.006045713655
178	0.006037514492
179	0.006028850742
180	0.006023885541
181	0.00601634157
182	0.006009353499
183	0.00600134625
184	0.005993326515
185	0.005981584801
186	0.005973122945
187	0.005964278579
188	0.005957624694
189	0.005952360699
190	0.005945460584
191	0.005938665685
192	0.005934720737
193	0.005931765986
194	0.005927220566
195	0.005922196165
196	0.005916401162
197	0.005911024455
198	0.005902298742
199	0.005896541595
200	0.00589264529
201	0.005887157986
202	0.005880019399
203	0.005874985375
204	0.005865448666
205	0.00586099508
206	0.005854331467
207	0.005847489698
208	0.005842323978
209	0.00583623913
210	0.005828462625
211	0.005822348858
212	0.005816209833
213	0.005810246134
214	0.005804928738
215	0.005797867161
216	0.005791061722
217	0.005787262016
218	0.005781669626
219	0.005775020768
220	0.005767682198
221	0.005763426909
222	0.005755203354
223	0.005746453706
224	0.005738893217
225	0.005734996024
226	0.005721696402
227	0.00571174708
228	0.005704111831
229	0.005697760717
230	0.005687135942
231	0.005682232253
232	0.005676432233
233	0.005666763728
234	0.005660892568
235	0.005655338674
236	0.005649636032
237	0.005640775985
238	0.005630345794
239	0.005623926985
240	0.005614940608
241	0.00560852506
242	0.005601101384
243	0.005591973098
244	0.005584452631
245	0.005578471743
246	0.005572280341
247	0.005564619075
248	0.005557332641
249	0.005548072497
250	0.005545195335
251	0.005535944813
252	0.00553130478
253	0.005526453151
254	0.00552070028
255	0.005516410052
256	0.005511965111
257	0.005507283338
258	0.005502988485
259	0.005497330582
260	0.005492011135
261	0.005484879051
262	0.005476234992
263	0.00546806479
264	0.005462179697
265	0.005458299411
266	0.00544619442
267	0.005439041028
268	0.005434367024
269	0.005429309793
270	0.005424556479
271	0.00541938895
272	0.00541282651
273	0.005409184951
274	0.005403439175
275	0.00539524654
276	0.005388668633
277	0.005379182815
278	0.005374014764
279	0.005370601672
280	0.005364872505
281	0.005360652276
282	0.005354883398
283	0.005346424852
284	0.005342706614
285	0.005336098998
286	0.005329891914
287	0.005326859274
288	0.005318188844
289	0.005314412921
290	0.00530870616
291	0.005302663136
292	0.00529943253
293	0.005290081331
294	0.005287230993
295	0.005277881816
296	0.005273145519
297	0.005266721585
298	0.005261705868
299	0.005256125623
300	0.005248066085
301	0.005244170668
302	0.00523421252
303	0.005223881622
304	0.005218178076
305	0.005214791296
306	0.005209856273
307	0.005205633054
308	0.005200664597
309	0.005194661516
310	0.005191664413
311	0.005186282721
312	0.00518159048
313	0.005174024605
314	0.005169051872
315	0.005157555803
316	0.005153441593
317	0.005147485624
318	0.005136585394
319	0.005123551373
320	0.005118900746
321	0.00511460713
322	0.005109931465
